MOF,O2,N2,CO2,CH4,H2,He
ABAVIJ_clean,1124698.0970816168,791338.2100168506,706423.4660633808,93636.71670571127,,6846385.269731213
ABEXEM_clean,,,,,5991126.806647163,6464516.707432354
ABIXOZ_clean,,2698493.1756006447,,,,26674131.33420386
ABIYIV_clean,1553317.117504738,833734.3590522018,643762.8684328222,170047.51147356024,,8301878.763144406
ABULOB_clean,1639281.4226873494,848352.2033771774,928288.3851688656,372676.93768510217,,8207109.443812931
ABUWOJ_clean,2069852.522883865,1731586.282963306,1466673.1937266854,1108505.4256667134,,13379210.640370714
ACAJIY_clean,1063557.6243425948,448964.1677603922,471809.75413315295,107493.08298949369,,3943192.240116684
ACAJOF_clean,772694.6423847618,625169.2433048141,700255.6136606359,208267.32160789828,,5667066.154656333
ACAKUM_clean,905071.174437895,574541.853654583,549143.9864657942,298568.6380100688,,3969001.798936692
ACECIV_ion_b,,773143.7289774958,,68933.73709388218,,5252169.530528429
ACIBIY_clean,316439.7934920813,132932.8267764404,154139.1660443938,19491.052865748585,,1311617.389345484
ACIBOE_clean,8390124.086877184,7053535.664270117,5642586.866356803,,,
ACOGAB_clean,1224302.8072525577,619716.9255720659,603305.306903563,,,4275715.021605576
ACOGEF_clean,1863331.8420657055,899928.7144864157,933615.6177729801,,,7585593.486589696
ACOLIP_clean,,,,,,2567913.5573527627
ACUBAB_clean,,1550377.2485493436,,,13144488.429962028,10468524.15291037
ACUFEK_clean,6544050.286980141,6929410.4850915335,1113820.8867738976,2339377.428474661,,59435549.92785152
ACUJOZ_manual,4768073.205971802,8479059.972129898,2713250.491428484,4242889.50562077,58232077.008610465,56596470.66900405
ACUTOI_clean,708492.9153917364,52123.1209914588,140740.39579645405,190114.98245239962,,3085033.1478175535
ADABIS_clean,2697204.7216649367,2175015.0117502757,1432880.5319809723,164631.02771154032,18662779.130206488,16050283.324400568
ADABUE_clean,1398152.352050297,654980.8275631013,476064.1160753388,72348.45510068933,,4457802.950171446
ADARAA_clean,5350384.422558537,4994842.866538563,3792796.2890229532,3002629.5091012735,34152235.10655428,36985666.39161814
ADASAB_charged,8697365.014416013,5990709.928239584,693994.1250434513,1083491.2042715019,48463584.06631828,45650198.02633501
ADASEF_clean,9737256.216769181,7947460.147490474,539441.820461485,2427105.9686950515,73631012.07085454,72929134.39699528
ADASIJ_clean,8129854.931002346,7444821.4297873555,3958736.1046981174,5023026.995346915,,58931060.166579
ADASOP_clean,10161089.089194125,7639927.885022527,5106906.99106349,6181680.205529422,60675170.956532985,55838828.91685819
ADASUV_clean,3461974.066081413,6969039.886406145,1471118.03113237,3471227.505301225,56734968.01735354,50398577.82558683
ADATAC_clean,10885840.673039282,8633999.401858214,638112.1733149303,4737669.225223663,61069303.652977526,56701222.873847514
ADATEG_manual,6627455.453117798,6524303.005473242,665551.4733874763,1152179.7007876078,,46456954.252842054
ADATIK_clean,10927303.843661986,8636483.361682503,2002947.5336055274,4954805.458986875,,64543215.07681197
ADAXEK_clean,4637967.313178203,3255057.5288379043,2732815.6288498747,1231124.2726065249,,24273664.870957185
ADAXIO_clean,919560.4271826844,641746.4075435888,729616.1564919841,,,
ADIQEL_clean,1682055.8727938917,1146012.9960057577,1185893.3926387646,229154.46114172327,,8597292.349248685
ADOBAX_charged,902597.7663792273,268030.75589086144,267448.9971531601,146278.23357070246,,4289753.122058775
ADOBEB_charged,1207732.9061806642,351118.8428835116,341786.90481117315,252290.96456037523,,6511489.949902995
ADOBIF_clean,,1097912.1208999248,,,,15757436.927364988
ADOBOL_charged,1476436.5859476048,452299.8667049803,516094.42201376474,740493.3266746437,,
ADOBUR_charged,1317391.333696179,374343.297688492,429610.9266169693,670435.6944290218,,6952603.419129586
ADOCEC_clean,2545098.9949312913,942113.7949190254,875616.6212633849,,,15403740.293232638
ADODAA_charged,4894827.167986365,5163781.003427722,2615446.123722732,2099796.7150332374,,37154132.41290773
ADODII_clean,4883225.019183962,3874729.410445999,4011420.0572700305,,,27036203.04383306
ADUROI_clean,15986923.497762311,13255275.698004255,1139830.3571059287,1948136.7590086518,,188563416.36353162
ADUWIH_clean,5546901.012987907,4396649.857594474,3040138.1021918347,,,26921624.81290372
ADUWON_clean,8165404.583319308,8749358.721606132,1412319.8487777845,4617703.501230934,62566921.85264033,61452565.51362761
AFEJOK_ion_b,2212092.391051722,1749676.7008954799,1581971.8887562077,637874.3248162246,,15508840.449713202
AFENEE_clean,2337251.5724682016,584391.7736742869,843905.8152059026,151034.65808796987,,9310784.109682055
AFIPAH_clean,1136247.5736928906,618119.2222818126,560519.0410522819,329959.3707091554,,6550905.954376367
AFITEP_clean,1746662.2495246525,1072585.385808719,1032093.4889201437,320282.3797383477,,8734200.18353269
AFITUF_clean,1970315.556168362,1682290.4069211408,1494041.5896819106,813927.8650951727,,11106988.550359195
AFIXAO_clean,257812.58581167026,175327.62610349696,192200.72320622817,,,
AFIXES_clean,284851.14891388436,210397.06984780857,207206.8200434258,,,
AFOVAT_clean,2962999.5938802767,1954199.4124053472,1882174.3489441501,978536.8255818835,,15701849.718561953
AFOYAW_clean,1182047.1031355497,832239.390937763,622999.8178636852,265650.85751353245,,7542909.400377387
AFOYEB_clean,3901581.4891405483,3463556.714730114,3631331.4938543895,1657277.882294661,,23215648.817710042
AFOYIE_clean,1485255.574458439,2196292.1126967776,571072.0331419982,,,
AFOYOK_clean,2169440.2045143177,1663151.2794187611,1480856.108074304,,,
AFUKET_clean,1605832.841534767,1164376.8833938264,1286063.6762853372,553342.1265709525,,8386549.349452022
AFUKIX_clean,,3060059.9571965896,2586005.471159873,,,
AGABIU_clean,,6155733.859872705,1156379.1035177426,,,
AGARUW_clean,6252678.97672389,4330407.565937112,4127545.1950980327,,,38321412.79430546
AGIREP_clean,12338677.831281912,9508849.446232557,7068227.468455112,6317012.3727137605,,53762291.684783764
AGOFEJ_clean,5703309.104105368,5128427.791171599,685478.5844874083,1029613.0028762397,,54304532.160642624
AGONAM_clean,3147754.6240745625,2633067.2647301066,2612997.7656741487,1214209.1864428765,,19041334.081715677
AGONEQ_clean,12126266.520221327,9176436.581252538,7773953.15528883,5335866.752073911,,46769498.44765056
AGOVOJ_clean,9696005.283116328,8576851.577673782,2208116.298601723,4947653.172889753,,57170143.34226626
AGUBUA_clean,4238885.535881587,3492762.549875185,3470280.523415354,2320855.11486291,,26623019.530433618
AGUWUV_clean,1805923.9029886583,1163411.9032066124,1147770.1813489085,347732.9012180631,,12625227.745424941
AHAMAY_clean,,,,,12216282.20669997,
AHEBAS_clean,834479.3086299456,381268.0963828089,,,3651273.0814323933,3636467.728594171
AHINIP_clean,368455.45790088817,113223.91395230577,132918.65731612427,37795.27919342899,2324298.930609001,2484573.3102233964
AHIYOH_clean,1030685.1989887041,853496.9415689559,868638.2515454232,405705.3715566255,,6630428.966485028
AHOJUC_clean,2577696.0219966066,1817037.7895979008,859137.6515533392,51000.39887074108,,2680106.2014468936
AHOKAJ_clean,1852637.9956102038,669670.4507747563,1109941.392493237,32176.19298323568,,2729315.1417744034
AHOZAA_clean,580282.0690154328,294432.0650225059,323725.6241561358,,,
AHUFIU_clean,3948062.435962417,4142330.206783989,1444524.4419081295,1314117.424949945,,31458838.58224469
AHUTIH01_clean,,,,,9060885.533213126,
AHUTIH_clean,,,,,8283218.883060712,
AJAKON_clean,,744706.0287342402,850548.1228458983,,,
AJAMEF_clean,1740396.467888356,757039.1227408653,783073.3131584349,,,8553763.397653313
AJINOY_clean,,,,,46128.06281101873,
AJOTEY_clean,8533908.203564644,7156882.392451865,5539192.659348452,,,36035909.26962127
AJOVEB_clean,981513.3676650255,1068596.4378057404,1083623.9871312007,625150.0791047269,,9412445.454675093
AJUNOK_clean,558706.8472044368,268288.57584792504,287521.95207058557,66683.24150951549,,2782345.7940687477
AKEDIF_clean,3520184.985729043,2570302.78056955,2275072.562176993,,,
AKOBAF_clean,798547.7914758952,412113.6036394144,439432.8307353087,,,3685225.655418597
AKOHEO_clean,,,,,27389823.449779868,
AKOXIJ_clean,,,,,13471155.97740915,
AKUKUO_clean,1984541.1706621342,1393577.0900276876,1435100.1407801658,390022.5122435175,,9339621.332127571
ALAMUW_clean,8743003.559903517,7335581.723280103,4586260.734950835,,,49743397.06430003
ALATAK_clean,1482094.6252409087,63206.141290625295,442124.4785242475,2689.283911706714,,375668.9716470496
ALEJAE_clean,11693542.30548903,9007081.685524305,804225.077302078,,,
ALEJEI_clean,7663090.841748693,8834101.342792353,1446474.8853083982,4257103.296551318,57896218.80438468,59457589.91188583
ALEJIM_clean,9119385.541433973,9087598.779953117,2995929.793895677,5562437.928477405,63767429.985606514,64060122.83828429
ALIFUY_clean,922154.0099563727,497714.3813522824,505851.18904001993,,,3923321.0880731037
ALIPEQ_clean,4128202.453396085,787375.1836472127,399709.5440753279,,,929796.341238685
ALIXAU_clean_h,683871.5394550278,366796.38779239845,421777.71424122795,,,3158037.977518065
ALIXOJ_clean,6187948.144229799,5319237.874437394,4067555.369635519,2258066.532015563,,40719545.14942236
ALIXUP_clean,824807.3522453588,959686.3334642489,714368.2859758188,,,
ALOLES_ion_b,650048.3101794869,478615.9859183612,374301.25717286137,,,2836701.660536576
ALOLET_charged,4293889.760024896,3308609.2527230806,2811869.571601507,,,18556522.9680778
ALOLIX_charged,7964849.641636042,5838821.1216033725,4601098.578618485,,,
ALOLIY_clean,1877851.228081901,1898136.5152855902,1374226.3608816077,1074111.9015652596,,18705258.677639894
ALOLOD_charged,2780742.9548189775,2406011.5736019444,2177389.1301225475,1204250.1921981042,,12119394.096267851
ALONEV_clean,738818.9639702826,814007.8660404927,595483.3964080489,661439.0775534669,8436694.658835337,6487601.250845988
ALUJEX_clean,,1436343.8597963108,,690611.29208487,,10771570.449805554
ALUJUN_clean,2451801.3477413924,1164951.0224269303,1294618.834171379,334873.3131834948,,19763434.32565982
AMAFOK_clean,2688239.04033352,1462932.100725214,2267580.7273248946,780203.8794948545,,14443248.938368665
AMAGAX_clean,,2296751.6204061243,,,,
AMIKOX_clean,8497.301621273251,145.05666397219858,13426.70813248093,30.01954690062976,,1350.3496840347223
AMILOY_clean,2578591.3175608804,1912583.431801176,1741606.071371478,1084843.8529350956,,11943570.519600732
AMILUE_clean,2808636.528910323,2199781.952319714,1541139.068916143,,,16196718.130658474
AMIMAL_clean,2935771.5929373796,2331744.882393047,1895351.4079465282,,,14592539.115838442
AMIMEP_clean,2830506.0814604037,2161446.551644955,1487245.8378268415,,,
AMOYOR_clean,2172884.560515118,1518806.8123433404,1836907.3888292776,451278.36969288514,,10540639.857472239
AMUFAR_clean,1450088.783539675,1026508.5040783846,975360.9876170105,131099.45600996778,,6202828.994088631
AMUFEV_clean,3409211.187152364,2686959.3818779266,1236414.0841502363,200638.7652610579,,13109293.662532572
AMUFIZ_clean,3427900.9878718597,3218388.5061998013,2411139.104876828,217109.9282614167,,20790449.62912863
AMUFOF_clean,1650718.6214551188,1147312.7538143806,1276849.2731906741,435797.48552438937,,8046826.150621222
AMUWIP_charged,8272250.015034236,7955201.466441953,1934744.796477832,,,
AMUWUB_clean,4422340.052115161,4176733.3599044816,1289479.765285521,,,
AMUXAI_clean,1827275.939795928,1991601.505129569,1390210.894100158,,,16557769.891980553
ANAWIX_clean,4757943.885480875,4222361.933271829,4063563.7117688963,,,
ANAWOD_clean,4614093.626188262,4035855.085720615,3940528.287523331,2309101.8809670513,,25011292.83676506
ANENEN_clean,1415347.4151833295,697199.4158822387,761878.1334058822,220260.87094327994,,6321379.720315007
ANENIR_clean,1094122.5245635095,623965.3521374768,636250.979818591,171403.07146290093,,5080236.269734114
ANEPIT_clean,178653.92445677717,1075.8308209775719,34452.78264592831,320.2322519295164,,9874.096230206998
ANOMOG_clean,6134785.990943773,5681685.76126703,4587291.363911209,,,
ANOMUM_clean,6171079.096818262,5003189.3946186,4276005.2553851325,3295428.7794809868,,28387855.226082806
ANONAT_manual,8979807.238968328,7262745.741576967,6095169.200500613,,,41897815.83070328
ANUGEW_clean,,9610396.584407888,,,,
ANUGIA_clean,2355010.597542542,6207796.546949261,1203707.1179415719,,,51700222.53932561
ANUGOG_clean,3408092.706250882,7634389.95217363,1440794.7700644042,,,
APACAX_clean,1831208.5264125399,1318712.8161707155,1142643.6245608504,,,
APARAM_clean,270194.46877979493,186411.03126796192,205370.0535938251,,,
APAYUN_clean,,3628173.6774470243,3578474.851511607,,,
APAZIC_clean,11127600.688230468,7886384.553163708,5848817.211197601,,,
APEBED_clean,1466830.8088682182,1017489.9783914466,,292026.12445029226,16024455.161272578,14470545.325597502
APEBEE_clean,1121362.5825854072,708636.7991256503,730155.2561476576,173997.36105784963,,6318117.242140195
APEBII_clean,,1570759.716424326,,,15298451.543479167,14387342.938652704
APEBUU_clean,,308442.55035441305,306775.4297919452,,,
APETAS_clean,2809474.11669537,2115771.6293758242,1076909.8019055228,309386.49566509493,,17297464.751654375
APUPEH_clean,10173347.983251603,7056624.721762887,589067.6718886925,2409863.522764547,,51939833.67455617
AQAJEI_clean,798052.827081354,413487.4056218148,381490.19095452246,89262.66167482265,,4227470.638554205
AQEGUY_clean,2128364.8349345294,1450369.7997095396,,561552.6302377497,,12128951.350078078
AQEQES_clean,6452730.014577986,5185714.059329775,4511294.490644831,2657556.1286761235,,27888256.872096464
AQEQIW_clean,5927379.292249809,4961401.740277618,4260705.646981782,2593594.2500110054,,29001488.913449693
AQETIA_clean,1749818.8285521888,457210.8510214975,643033.0037096675,12044.912996645788,,3756502.7811815334
AQETUM_clean,745222.65295709,620344.8621484442,533997.5332725422,284329.4843983832,,4743845.08723625
AQIQAU_clean,6791658.408950445,5605774.912684711,4404963.898169094,,,
AQIQIC_clean,1084995.4896937618,616088.4496715115,580632.2191528361,138710.69230721786,,7811441.872297529
AQODOA_clean,475164.55495228106,35572.790959675374,266715.3580933673,9290.441033406849,452421.49587509775,364665.0268951743
AQOLEZ_clean,,6117778.6031173775,4927978.640070749,,,
AQOLID_clean,5313356.680178793,5100063.048660901,4074518.824845277,3066612.747963283,27246652.10649334,37888347.349567495
AQOLUP_clean,5357091.66327019,5129903.946177014,4081180.10614639,2419180.7619066606,46171159.622704946,45867323.3621322
AQOMAW_clean,3128875.8531858246,2853817.9942681324,2172298.799619632,1507064.8008506848,,28214534.794893656
AQOMEA01_clean,6565717.224994176,6129229.45387642,4714603.440837846,2648439.750213043,64151723.88874049,53626264.621691145
AQOMEA_clean,5880052.11792719,5657814.808419296,3677883.6611424675,2875221.578487053,51017522.71379833,46515581.92933414
AQOSEG_clean,1116501.2463170176,678483.8846974473,549010.4627543989,119739.4042415716,,
AQOTIK_clean,,,,,11332824.345756656,
AQUCOF_clean,3280566.026557087,2584788.181175457,1827274.028520745,1378350.6173355633,,17473238.144221865
AQUCOG_clean,6662687.883645967,9245059.688020999,3389770.027191274,4462134.510355903,,49071919.38982441
AQUCUM_clean,10129198.477900108,10095130.644089635,3754857.906017685,5246639.121191267,,54514593.03717084
AQUDAS_clean,3144832.8116500345,2583134.5679896735,1780129.286830515,1325291.511204496,,16971631.367261544
AQUDAT_clean,1788734.347892144,1482492.9709603896,1003136.8225747361,201354.16745291228,,12060650.739330137
AQUDEX_clean,1655809.0447208376,1306645.3227387636,954355.5395349301,170682.2624080419,,9404953.704526111
AQUDIB_clean,5582796.454219439,7654482.399077702,2938655.2262618355,3780271.3519574455,,34871742.88055561
AQUDOH_clean,1811870.382036899,1524395.8983554873,1057013.291352268,195475.80408564757,,13152394.301989175
ARADEE_clean,11854532.158536341,9046587.283096178,6561705.545350145,,,
ARAFEF_clean,7273758.501995987,6810434.587476283,4574468.015188136,,,33905615.326040894
ARAFIJ_clean,4987117.061208661,4199761.015028449,3272074.1578860935,,,26338488.32430715
ARAFOP_clean,2579475.0625558677,2682310.4882769296,2599576.4250533795,989026.1753689726,,20789504.134106148
ARAGOR_clean,1852016.0379831814,1031946.9544859009,1092607.1698100853,,,10549805.74960081
ARAHIM01_clean,240353.054902121,8545.479603705853,,142.01518886540967,,8442.62883430765
ARAHIM02_clean,,,,938.4150587366055,58249.87482824209,49683.80355094975
ARAHIM_clean,,,,,106557.81026978455,
ARINOF_clean,880630.0154016975,381188.15495544585,432615.5887272107,64389.80445081267,,4115116.4510380384
AROFAP_clean,1978628.2897275023,1505160.9585288677,1379843.4939892532,,,10070402.30349125
AROFET_clean,5786734.1896355115,4640378.737978067,3663305.496974209,2525767.9688338246,,34752789.61168501
ARUCOH01_clean,494347.42391807644,213761.54979554654,226295.00519824185,54357.835783573726,,
ARUDAU_clean,,,,,829963.4021500092,
ARUJED_clean,400443.0768687919,155414.94187276738,149407.5115136238,,,2157972.7454862907
ARUYES_clean,1555790.8312698791,198615.15607125015,211969.41047426636,674205.5051484946,,7273636.311415795
ARUYOB_clean,2453735.2648961255,1952233.0615070842,1713216.9256928598,,,17179944.186776727
ARUYUH01_clean,694430.5880444603,573403.1482279943,461494.7675211702,324726.5506132934,,4009511.395696252
ARUYUH_clean,493963.7451088911,358911.8710727857,319232.46866561414,185956.08852350918,,3299469.3785103927
ASACON_clean,3239903.784703056,2691844.747048371,2926230.519312447,,,17897092.61254657
ASADAA_clean,2022759.4767061581,1571914.2973309022,1676739.568579808,787636.263497542,,12375932.086237604
ASAJOU_clean,,584336.6241995497,,,3008795.0433758036,2903683.523001896
ASALAH_clean,1036285.5110435243,605598.5433297047,545231.2681223106,54989.9055492006,,4559193.597862545
ASALIP_clean,653931.8872381658,540283.1337175685,539222.250008145,49055.12887387814,,6140588.059424538
ASANAL_clean,,,,,3175335.1229525977,
ASEJOZ01_clean,1031802.188089705,589285.7918738716,530437.410626688,,,4768922.019470665
ASEJOZ_clean,1440665.735442802,891663.214725226,810803.274778803,,,6719093.821088135
ASEKAM_clean,2894803.5039433236,3016746.496990548,2581271.7665141383,1892095.7813673092,,17298330.608008474
ASINEX_clean,4333696.240346002,4525642.711209291,1450555.2392014773,1146948.3296596578,34686811.3278037,31046541.92487131
ASINIB_clean,3444048.750996742,4879186.224327,1648867.2717986885,1292890.2913750627,36456472.62070894,35798279.14151646
ASIQEA_clean,2177815.866077527,1754800.9087463256,1547932.9289014344,1072928.2490688958,,12858623.732464515
ASIQIE_clean,2082962.267357964,1720393.485576998,1568425.48140012,,,12268352.754035475
ASIRUR_clean,838746.7578060381,530850.7460915829,220582.54979510128,69843.80606504825,,4487082.36651002
ASIVAB_clean,,,,,64207644.52189527,
ASIVEF_clean,2508613.695355037,6821299.101950533,,,,52815382.94886574
ASOHUL_clean,9151739.655632192,10161937.80415897,8186962.880468865,4014959.6146849757,,45584360.34323522
ASOSUY_clean,3377764.9045052207,2599154.4554152163,2474550.4479166516,1482142.5966829653,,16208764.84295579
ASOVEL_clean,1403589.3930990465,1229787.570164708,1430022.2297816074,469956.8365847741,,6337307.017496368
ASOYOY_clean,2647413.8701194553,2278024.815435895,1650455.681558964,1127008.0478054713,,18911794.583699387
ASUJIJ_clean,1606152.9163873722,1011754.6297720928,1019608.2408213309,,,7824527.847035186
ASUKEE01_clean,1006204.9087836662,335874.7973092786,349265.5202219101,,,4531683.939570451
ASUKEE_clean,984943.4884306475,329942.14129313093,355034.01869142696,,,4538208.628855684
ASUWUI_clean,787195.2719632259,528121.2608893387,574282.8590149779,235193.05057457686,,3990871.928950163
ATAFIK_clean,14447406.449566709,11395438.296880707,9348439.287121933,,,
ATAYEB_clean,6610612.566475942,5901358.122770663,4895650.7686242685,,,
ATEXII_clean,,,,,2270281.073196991,2750488.371487296
ATEYED_clean,,7918657.521041995,4568376.607513663,,,
ATIBAG_clean,295118.8732862049,157573.9268428818,153228.00579048484,43005.29700512954,,780514.9024920242
ATIBIO_clean,,322824.05411278753,,41842.43649105247,,2985556.3515312034
ATIBOU01_clean,423575.36072708486,250974.60851209954,230970.3140160058,73781.99288870042,,1217834.9253564712
ATIBOU02_clean,447138.6889075507,296600.6533960446,266289.1395579329,80041.86584343502,,1238561.9077784582
ATIBOU_clean,314295.496775546,164681.2908294763,162585.8805428951,47692.43687031201,,1165404.836228775
ATIBUA_clean,221724.56815623882,101926.25533691414,101845.45521254929,27000.669553072876,,677107.4605235386
ATICAH_clean,439686.82045825,242304.99532596904,246804.03917936707,58439.28004370985,,1652916.3085313013
ATICEL_clean,404625.6532527496,216584.89329672875,223379.2164680858,60073.6193065632,,1370882.0073961595
ATIXUX_clean,896178.9257635797,440678.99169765844,408531.1776012802,280238.4290717968,,5319082.3365046
ATOGEV_clean,2878463.770678561,2546619.46562898,1740086.6465757962,1146045.7157483741,,26763185.87195827
ATOWIQ_clean,5573709.222510619,4457314.928057883,3300789.4764165613,2472108.392158245,,31057667.475055747
ATOWOW_clean,5887642.531328344,4751315.8479463225,2232706.470402225,2583479.6255204524,,32070465.817789562
ATULIM_clean,2224149.5930099557,1821967.9888687022,1916896.0683969927,531614.659438255,,13856505.265417786
ATUZEW_clean,2130715.2876562024,1691071.0096266433,1288894.5858275462,829755.0579982903,,16712405.33865744
AVAGIP_clean,87715.36473711386,64869.31290860078,67340.84489680169,30536.2252867591,,495502.8782359296
AVAGOV_clean,130141.96697977067,104986.75208423915,110007.41504079016,52335.25667878866,,625085.5900971951
AVAGUB_clean,359569.3357963556,251880.79327666963,203508.91499813765,102282.07829652017,,1958078.0998381763
AVAJUE_clean,9532882.094258605,9228312.637118667,794132.193037214,1291772.4150116441,,54138981.13414977
AVAKAL_clean,7580086.932520262,6609203.498844182,496393.8878990709,1061982.8405641166,,43048410.055998
AVAKEP_clean,,6758146.686000228,597409.3258963613,,,
AVAQIX_clean,1548633.7662489042,,,,,
AVELOD_clean,2200340.132242612,1964445.1421302678,1669477.3531407411,,,
AVELUJ_clean,2189605.4535307405,1778205.012049704,1674789.0060926517,,,10925442.62704833
AVEMAQ_clean,2165177.728251728,1886774.8721697412,1693448.5923595016,,,
AVEQID_clean,14857868.93048548,11632693.62864477,8869611.934449341,,,
AVESOL_clean,8564731.475754784,6548492.468399506,4811202.512601328,,,
AVESUR_clean,7893217.576610447,5253451.695694405,4619676.849095248,2597450.031335132,,43786319.588802524
AVETAY_clean,2296390.4488706463,1816215.933504001,1297445.9834058767,,,
AVEVEE_clean,1557774.638939335,907999.5186967896,829457.9584084224,211416.38719983652,,4532980.7885229755
AVILEY_clean,17800423.85121372,14231367.63658737,843474.6100525149,3272139.749475173,119955798.76486796,122501307.9370684
AVIMUO_clean,541743.4081857092,230122.521740248,250548.69742913364,50172.32494224045,,3411661.3926722766
AVIPAX_clean,4051474.3954651547,2922675.1501136697,2948137.622762219,1799673.724970248,,19972688.37885253
AVIPOL_clean,2474107.201261627,2013445.7635276937,1813910.0564952462,,,18281642.35678679
AVITUU_clean,2641661.7478600657,2361231.3690671176,1354009.8511283942,,,22308442.91611092
AVIVAC_clean,2263789.154361822,1713023.552947542,1056577.1476849169,,,18773214.326401353
AVIVEG_clean,2176166.8468831657,1714380.2830328618,1056739.2187098,,,19688954.686497748
AVIVIK_clean,1786790.7786863793,1496590.5783973548,968828.3342688679,,,17733413.982255533
AVIVOQ_clean,2267377.8295345795,2011030.6285755683,1369881.3733481495,,,19982662.46005638
AVIVUW_clean,1859095.5322295774,1673783.7826724653,808497.0646595842,,,17430027.141016208
AVOSIO_charged,1763957.6040836403,2047914.6708420943,1098803.8484176341,,,
AVUCEA_clean,5415008.489679729,4634810.806823576,3662562.6738875033,2791130.1064556777,,27465856.1994432
AVUDAX_clean,852512.049453547,414925.8356774149,339896.6364207095,,,6395285.642616923
AVUHIJ_clean,1270183.617123014,728618.6867354125,748136.4443580676,20170.69185904647,,5997764.833672908
AWAGOV_clean,361856.24293953425,260865.98280144186,274356.44223711535,85203.7697793313,,1840476.1186218502
AWAKEQ_clean,645894.3478113385,167876.13062367865,,59529.54168586522,,3192127.1906780843
AWAREV_clean,4946524.4323400315,10844705.166734328,7050880.901133695,1595856.3358017448,,28620070.39682496
AWARIZ_clean,5990448.773038268,12436978.061721897,8940758.395316787,1596604.5095031217,,29858811.735631965
AWEDOW_charged,346444.25322996813,234143.1628309307,232514.54467638533,101510.61101452883,,1635423.18929436
AWEDUC_charged,704761.4938133727,397111.83452302794,334385.828260459,56966.05911883874,,2651790.4581310893
AWEVIJ_clean,1447180.6782226504,1313075.0023623619,928212.884207169,565126.1802070169,12043420.06622083,9257164.287996218
AWEZOS01_clean,502725.8753005712,279902.46086712065,202110.61149227544,35060.32586599362,4345453.851232647,4881186.319347136
AWEZOS_clean,472029.0957716986,244798.09693501788,200951.11878611761,28730.89328979695,4247736.604802978,4771421.930455635
AWIBAK_clean,481364.5068144161,259142.25559332318,172212.9833545221,30768.75860198649,4281422.372287404,4809260.672513624
AWIBEO_clean,407275.5809918757,169095.85200509618,133483.03138064346,27271.774933155866,3527100.7730940203,4032345.909853151
AWIBIS_clean,357878.51514821994,174833.18333434884,109074.81308102683,21377.71202705781,3381380.5833418258,3604664.485521859
AWUPAL_clean,,7574481.6841452345,,,,
AWUPOZ_clean,,8917576.45306626,527789.0342978798,,,
AXAQAT_clean,,,,,7017471.8893918265,
AXIGAR_clean,1632802.1546595255,1207537.978791261,577335.5592913369,587384.9078935419,,8753971.046566013
AXIMUP_clean,4104028.4767258205,3353291.0965451137,2071877.619368763,,,
AXINAX01_clean,7948602.33534773,8114938.498038744,606215.1126031561,1329454.829647812,,81588239.27984528
AXINAX_clean,6555713.148328329,6166705.263662515,422520.7053827796,740439.86261918,,98641577.56344306
AXINEA_clean,,,,,3707439.601880919,
AXIPEE01_clean,3150314.4037309047,2636832.790380492,2278518.8531829254,1373303.7036933824,,22147835.680601697
AXIPEE02_clean,1795116.4745586307,1455541.3126924061,1093628.496760908,576755.4368913,13001198.550328895,11557324.56944494
AXIPEE03_clean,1738554.6774619098,1401116.8473422518,1002072.0045603944,578718.431755728,14208691.339253495,13674030.289029097
AXIPEE_clean,,,,,10916858.65736383,
AXOHIE_clean,373784.41575384175,157649.10013606737,151745.86051118985,36842.05595527476,,2375053.539727069
AXUBAW_manual,4156357.1384260794,6220437.763408865,1762774.0114239946,1821696.828574558,,41240723.56871848
AXUBOL_clean,1265870.3760616258,796157.8078129508,592421.8245503085,315789.5677685332,,6457494.162861144
AXUDII04_clean,1648795.1654223832,665344.3906310323,924668.547688063,469535.39893356274,,5695799.294745877
AXUHAD_clean,,,,,15072002.295049539,
AXUHEH_clean,469157.5493812526,310969.8548557972,419537.23294016946,272454.53050494025,,4416812.470718819
AXUHIL_clean,650662.9948489721,145946.2064561445,201010.4504719199,,,4658290.204552035
AXUPEO_clean,1724835.6408183295,1086021.28234767,1100884.9092424253,329356.76885619765,,20368521.564394128
AYAWEE_clean,1727798.022522787,1090109.0702186963,1101209.847374929,142377.16577181275,,9017545.950823618
AYOQEM_clean,7147051.879605802,6185641.161197061,4325538.536240235,3897414.6095695845,42283638.68602803,41178656.659518
AYOXUJ_clean,382190.51817136083,322644.922937761,250712.20533176922,,,
AYOYEU_clean,933384.2478895102,758419.6559460681,660472.9525918103,102486.99107191848,,7283176.193836399
AYOYOE_clean,737711.5186817944,457215.5329698722,469036.409967977,13157.417733263346,,4081343.337474971
AYUJIP_clean,501769.43096201855,516384.13501500495,321387.16729130544,278250.95061860327,6006549.446943493,5435348.410383971
AYUWUM_clean,599527.7115537423,245341.23291180687,302800.6089030915,,,2929024.9806051725
AZAFIS_clean,4849186.780863553,3022036.5861351173,3540781.114050671,2040827.26067879,,17305565.87546818
AZAVOO_clean,859614.4962894747,406704.6305478627,409696.3851335015,,,
AZAVUU_clean,,,1613115.6267952896,,,
AZAWAB_clean,2442139.6619715034,1721373.965138958,1744022.3011192272,860080.6898309916,,13839266.498149268
AZILEC_clean,796495.2384230619,367558.9370291723,385973.1327734641,86373.67980406483,5238253.606780076,5032649.700966743
