MOF,O2,N2,CO2,CH4,H2,He
MOXPUL_clean,1647858.526337842,1361486.1354816225,1135213.4330774522,740203.4408957877,,18136586.38308049
MOYMET_clean,1496995.4138242833,1288995.3715310057,1143011.0111408674,,,
MOYNIY_clean,139657.588088647,79730.52966621115,90306.01378678376,,,
MOYYEF_clean,5698175.254806881,4439538.492992162,3605665.869442678,2236216.1542839985,,34114064.3361438
MOYYIJ_clean,3694637.6299698884,2933535.186938494,587565.936676599,,,23557373.36251602
MUBQIJ_clean,720644.9769259142,530847.5686040333,428670.6835035808,,,
MUDLIH_manual,,,,,2944589.3357442752,
MUDTAH_clean,7443423.424622189,8183595.348718956,1269255.9124336499,,,
MUDTEL_clean,8218190.28854378,8009263.300452351,1326644.8698650044,4005833.2644542838,,63776516.52074364
MUFZIY_clean,1247922.5990607457,872869.2728067583,832868.5027672861,305097.6341357464,5237107.068165006,6106810.548579002
MUGFOK_clean,1402020.7616677412,989022.1687454755,829603.4251332951,430504.4967294001,,6701835.158415542
MUGHED_clean,2953840.2226530723,2412998.5289892014,2236094.0833888133,1218726.8587065574,,19653486.137901552
MUGQAI_clean,977541.2653535862,654490.1645326245,678499.8245253694,112434.00162845827,,5807832.647655728
MUHNAG_clean,963296.3076036819,562184.6603830348,584114.0048257133,135218.06545751443,,9226190.962059015
MUHNUA_clean,51740.514438428574,19998.858958647186,24273.643943275925,,,
MUHPAI_clean,288324.0687561656,107644.17066269157,143931.98401358142,,,1696993.5992902438
MUHQAI_clean,16440.122156028458,701.6625840612191,4762.008158702828,131.35152664653896,,2066.925226166856
MUJPUE_clean,457857.75746442494,232614.0378087558,231358.83694862592,60269.301791127364,,3002245.9415406906
MUJRIT_clean,1243859.7469547496,999358.4293196145,992081.6779870859,541344.3143223743,,9296116.956746304
MUKQUG_clean,3084545.172956539,2524227.3086678563,2288684.798837848,1503470.8638234183,,21494784.981325623
MUKRAN_clean,1890520.5894308763,1149556.5753523803,917679.8219069153,265471.0165046572,,10375813.599267378
MUKRIU_clean,335048.44894322683,277595.6732194319,229517.88608688654,62778.04661881198,,2393116.8980004974
MULQOA_clean,7671802.263917408,6987783.429783239,5582135.469616777,2679646.5753016393,,50627193.9443174
MULXOH_clean,,,,,4989061.285880309,5292821.051241476
MULXUO_clean,1755802.1885057513,1190259.4342304645,1018703.2710388982,369719.152074364,,7386146.224303237
MUMYAW_clean,557584.5703306379,472114.1667766478,206180.33200965705,84522.0199892787,3424384.0218696077,3932916.3616492413
MUNDAC_clean,6290555.245507963,5674400.831490553,4136444.081260806,3367945.2903359258,,34879683.807193026
MUNDEG_clean,6461804.187757458,6621376.4798027435,984640.9750625433,,,
MUNDOQ_clean,7689829.493783006,8426698.746417126,600005.5150732241,,,
MUNNUF_clean,2493533.9275425207,2184526.329175544,1798460.5218848966,1099405.4565613905,,16669021.728942541
MUNPAN_clean,5271420.606949357,4369599.664657832,3363442.913006203,2179125.248918637,,29537160.91417013
MUNPER_clean,2795622.757731399,2260241.4062041584,1914229.3895403405,1136324.3286299692,,17898976.78055707
MUPTAU_clean,2688228.5601625075,1480870.4341456708,825397.4831672271,105116.28505923657,,7919625.7678516125
MUPYIG_clean,,,,,3022874.765210447,
MUQSAU_clean,1169474.5200069721,924349.7707156878,928809.6462755215,475572.57162120164,,6094248.663134901
MURBEI_clean,,11972772.533300238,9530381.1064514,,,
MURCAD_clean,,,,,,11206362.525538364
MURFIQ_clean,174918.54796594928,158854.99677290145,143050.43357577643,73314.98261836325,1316741.482286008,1365595.6704256572
MUSCAG_clean,887983.5289238775,917505.2622493927,832633.8794757942,338272.174986683,4285065.180177037,4252895.997045113
MUSSIE_clean,2147675.9499287144,1596517.5114980645,1988958.6739981058,1488007.1078657699,,12832544.90050021
MUTCEL_clean,936577.1002789004,540436.4563080728,477363.0217987416,,,
MUTDEM_clean,1150181.2421150233,562682.5033006434,438135.27747191564,,,6607926.786167928
MUTDIQ_clean,1033334.3466708127,622680.9709582244,350688.2672938572,,,7756168.607186946
MUTNAQ_clean,930934.8981628952,759358.773345877,623294.6953724567,112870.35917465009,,4966573.720691042
MUVGOA_clean,676680.2913966893,428493.9092193986,345885.42419340793,114106.746705881,,5499514.02543499
MUVGUG_clean,,423983.51016814646,,,3836316.7710207463,4393108.5140099
MUVHER_clean,,,,,,4673885.184398092
MUVJAP_clean,,3773345.7889957144,,,,
MUVJIX_clean,4630615.35446019,3892226.6279448974,3537655.6445414587,,,
MUVLUM_clean,4587955.754092175,3687246.7520052823,2886161.959818224,,,26015495.870202415
MUVMOG_clean,2835863.6969115324,1989013.5887495626,1961271.221739288,713859.5200168166,,16446040.540778922
MUVNAT_clean,,,,,50287646.17364301,
MUVNEX_clean,6515138.994323988,4148115.9482032205,2938258.4065084984,2259202.312547217,,46973219.01166407
MUVROM_clean,323555.9629831696,242474.95543087495,264172.44679116324,124248.85440114872,,1819055.5311421778
MUWQEB_clean,4647707.009546688,3971519.5950502004,3143785.832978355,,,
MUWRON_clean,5685604.733347853,5332039.58452142,3975882.4844341082,2537273.8446876006,,30732891.370489947
MUXHIW01_clean,78235.28201851228,6250.885692415581,53119.99908942669,131.80282157862803,,15004.942220187999
MUZHUL_charged,5251267.684865081,4301239.033788689,3649440.68616474,1759841.4778906107,,18336775.95844024
MUZKAV_clean,8533006.697917355,5986136.072261907,3487771.1213166183,,,57710016.217225626
MUZRIJ_clean,763285.3198285036,326724.52851070394,330132.88063071395,,,3931209.107858911
MUZVUA_clean,3069741.911863858,2697349.204802887,2454253.321675295,,,16856219.13396618
NABCEA_charged,842018.0556111386,495964.962776246,479929.98864968563,171650.30520328184,,3244626.9309231476
NABCIE_clean,463136.32378195686,362096.1150781222,435999.5938013135,5535.861219593805,,568850.84269308
NABMUA01_clean,3447636.475133371,2528319.3556113574,2818153.825637291,,,18223633.105892826
NABMUA_clean,4303038.294144055,3150597.0864947424,3536667.92234966,,,21898850.03422799
NABNUA_clean,535191.7160120338,195921.8554306635,230615.7299627732,29356.2479579497,,
NACVUI_clean,1017701.702457157,702384.9831175979,563783.1471245536,180483.05624215413,,5855946.248555654
NACYAU_clean,7109472.974733901,6205713.903527499,3882913.05946049,4208434.907774476,,39574055.945445165
NACYOG_clean,1321024.5215090667,971109.5378622145,961934.1440494047,338504.81045363366,,7838061.252479554
NACYUM_clean,1071887.3663746407,601874.1074463117,633331.701121086,173758.48479837496,,5338788.577058155
NADKAG_clean,,,,,6855221.541372807,
NADKEK_clean,469495.37857943785,209213.8719338195,100470.47573770423,63619.25850199829,,3553964.8840214717
NADZEZ_clean,3894050.4657242377,2984511.2132419716,3085683.435697403,822668.1378504011,,20974353.613951482
NADZID_clean,13465156.721392896,16817821.427165575,15438661.461466204,5323795.719472541,,95590636.96693501
NAFGOR_clean,,,,,2041564.1377783446,
NAFRUI_clean,1317671.9350006995,567660.8379321685,539241.0273248754,640265.3569863397,,16038726.192641903
NAFSOF_clean,8489586.969308984,7298771.200733737,1299504.548997073,1336392.5121409625,,59282981.5832247
NAGBUU_clean,1598357.5999891728,1105904.6152046823,1090148.990463376,,,7931180.586826103
NAGCAB_clean,8518789.067343103,8751379.134937657,3884098.3152105073,4627006.076726159,99238935.65369283,107510704.29931718
NAGQET_clean,314754.6003169098,188025.5513179382,194199.1186814236,67419.34114373465,,1635872.2661164086
NAHDIM_clean,433255.405372911,187272.17398182047,193858.83382478118,54751.71792826106,,2482118.807915905
NAHFOU_clean,498599.82468099194,237073.31339931808,276865.9607682092,47550.809491773354,,2911138.945708049
NAHGUB_clean,,,,,7755588.190398279,
NAHHAI_clean,993037.8785412986,1232696.813938493,1096195.7170625746,575117.2219145452,,5684812.741693713
NAHHOW_clean,6517917.289511579,5798191.935106751,4510621.196881832,2909019.2579588713,,37353180.17814507
NAHNES_clean,2729850.046034311,6306359.229655042,1391038.6923014512,,,57958631.052079946
NAJMIV_charged,247725.967628589,123377.76865458974,153500.40617057748,53522.97572921347,,914368.1202579492
NAJQUN_clean,1259099.7631971394,652828.3004233495,668404.1694008005,163540.91422348132,,9618942.7468827
NAKLIW_clean,1865648.7765335133,1449258.5629366292,1240001.3563480154,966426.377092668,,12208398.06888857
NAMDUD_clean,3684827.1072640223,2611448.9231664315,1810332.3103442504,,,
NANMAS_charged,828780.8595538406,405600.6477931016,393352.2118987616,93798.37351231714,,3501315.8015234903
NANNAU_clean,358366.04157166893,167907.04615051238,195368.84370373507,32950.19501634206,,1720129.1126507325
NANNEY_clean,443745.59425832564,202536.81798986276,215195.7174102206,32349.343358748367,,2111188.1093288446
NANPUN_clean,3162627.7575666374,2971177.8529770626,1412285.0859366995,1472925.983681072,,19853759.09839386
NANYUX02_charged,,,,,,3028874.1757742297
NANYUX03_clean,6573581.054174712,5557580.940640267,4436096.270705743,,,35927274.892272994
NANYUX_charged,2440531.9385907245,1380643.9272207504,1373790.199099972,211861.92922521397,,8353160.802274366
NAPNEA_clean,340493.13632186037,154462.95102839274,157436.02883889567,47916.0324111134,1177023.730523312,1090631.6988062314
NAPZOV_clean,553701.3851148904,272920.957601926,261143.11277250267,140819.06934346125,,2816244.6648149756
NAPZUB_clean,1257965.7783242525,784578.8636048464,751768.1408781871,255533.85050849023,,5684750.808799273
NAQQIH_clean,3887191.3940289156,2467969.9089154867,1165684.7460616967,,,20222853.942592565
NAQQUT_clean,2680893.0910431664,3698402.3230900825,945816.4236615908,1074827.6012815027,,24181311.995164506
NARHAR_charged,5371456.95913109,4057355.4140125103,3871191.310721959,1215940.471939936,,34612759.38733322
NARTUX_clean,601312.946950054,180234.99565626399,179368.4385933421,43708.97673549649,,3094470.0383683797
NASREH_clean,3480283.2127510076,2737763.4256461225,2381672.5123265656,1405654.6796452939,,
NASRIL_clean,4765798.327577005,3836470.7667385796,2988723.415857081,,,25996611.57421333
NATFAS_clean,2195187.9733378408,1444451.2915027326,1284419.7995957797,,,
NATHOH_ion_b,1920291.4074055362,1145051.7361520438,930575.2974120685,565646.0438591855,9371995.039785508,12909268.188206922
NATHUO_clean,1376596.5213626553,1298620.7849994758,926166.9436742774,,,
NATKIF_clean,10500219.240854187,8305791.376592954,610166.8778753612,,,
NATKOL_clean,7506658.304398818,5973795.924780555,4726867.875661817,3686658.951962752,,34496346.83403274
NATNOM_charged,436906.92476558976,223470.07432559982,239092.347843003,42460.68302806719,,2051730.9231192495
NATXOW_clean,2464887.763989482,1350177.9598922036,1170092.1253084715,523431.4738243614,,12136589.19256563
NATXUC_clean,,,,,3158863.7124303957,
NAVCAO_clean,,,,,6722403.7456728015,
NAVFUM_clean,,,,,80961423.34229669,57419716.438151546
NAVJAW01_clean,6808546.431415116,5973626.344734033,3158349.2097984995,,,35666529.03139065
NAVJAW_clean,5091898.523657521,7139595.477220095,2915719.6104673725,,,63726210.03838484
NAWHOL_clean,,,,,4575483.508497444,
NAWKII_clean,,618424.836477979,601530.5449569045,,,
NAWWOA_clean,1183482.9610135339,558006.3481580178,538460.461330028,,,5359895.214862263
NAWWUG_clean,622341.0080212299,392093.6080218525,303209.48692712205,,,3804405.956430823
NAWXER_clean,,,,,46040550.36969304,
NAXKOO01_SL,203837.86046983345,13026.790045590218,102871.68339504248,451.03557262170466,,15004.352869953815
NAXKOO02_clean,596709.6131380325,61913.69977596547,244823.4185556224,936.2740169963826,,117677.88289501455
NAXKOO_clean,23826948.19894476,20613831.702612985,21412097.250550576,9411563.470619824,,92371715.03142746
NAXLII_clean,902376.0820138797,656682.4075699674,659469.5794299482,237181.0246266073,,5246094.136169641
NAYGUR_clean,1964891.5623531363,2934918.6093977946,964725.1895338927,,,18404482.90188543
NAYMOQ_clean,1944249.2324183325,762932.491165007,309729.47242264554,130338.98244873079,,10426024.281603
NAYNIK_clean,341853.03459016554,279633.62105563603,204071.73304167762,89897.86344503207,,3633692.6002423004
NAYPIM_clean,5013522.8932653,3520942.610138674,2998248.9750444363,1336234.5892172344,,70317796.79084587
NAYZOE_clean,4943969.552972832,6669463.225540293,1359772.4529500927,1687449.582385923,48002928.27295152,48017606.67426774
NAYZUK_SL,1554927.3578127765,1480558.8914898322,1508202.4768481855,663336.4282608314,,9165576.958056804
NEBNOZ_clean,1655373.7528382714,1285366.047034691,1360693.6671748438,589724.0109592221,,9830949.02685899
NECZAY_clean,787899.4099225121,371016.09006693965,426613.4056181589,149793.55491517455,,6895592.330723948
NEDJAJ_clean,,,,,10448870.1162329,
NEDMEP_clean,2111470.6529460144,1386052.4824217279,1199479.7104187564,375292.35515138076,,18372881.07953484
NEDVOJ_charged,3208894.9857495306,2485667.809849721,2267808.958147958,,,13211165.196022194
NEDVUP_clean,4867521.185553524,3760960.809033759,2787576.8701482397,1619708.603556336,,31057162.2342001
NEDWAW_clean,5704025.071049666,4719695.799407174,3192744.763070825,,,
NEDWEA_clean,5635607.176484101,4394966.127800972,3353601.935417288,,,33437568.210469197
NEDWIE_clean,4012572.4028140637,5754512.790117843,2012702.3707468489,,,
NEFTUP_clean,451149.9432787656,195079.7532882218,530523.9568763243,20498.39458758319,,
NEFZOO_clean,,2455222.4112238577,,930723.7037551592,,17188933.48005384
NEGZUW_clean,3397271.0422817036,3206156.525941991,1931600.0430628618,1843654.622112887,,
NEHGEO_clean,4724362.951265913,3408933.5322677824,3137758.832109918,1432678.4577878441,,17611159.080608845
NEHGIS_clean,3900247.8458524225,2942291.540527527,2839904.5940059014,1325482.5450655625,,16855884.63050951
NEHMET_clean,3595397.586383486,2218053.9504197193,2100295.179244062,1080335.0229812358,,14742789.94288075
NEHMUJ_clean,,386653.64715276886,,,,3739830.9705445925
NEHZIK_clean,2780149.129587927,2499425.0039583216,2488124.2738734214,,,
NEJRUR_clean,,1068433.5217921645,,192874.5523379352,,11975235.940529866
NEJSAY_clean,2061236.4641486944,1089641.1801534847,1124588.2538118802,286123.2124517118,10310053.203826655,10243179.276239699
NEJSEC_clean,1479675.118156101,918428.6565067311,855476.1062417638,227579.50517805474,6386365.377835189,7880359.836775067
NEJSOM_clean,2251146.440534219,1751957.9236982162,1680282.1911689206,666845.8016796712,,11977699.699298497
NEKBEL_clean,366462.5724669605,331198.9766548626,287884.7852761073,177887.75696340186,,4527713.808594124
NEKMUN_clean,1529469.0932774793,847136.5634358841,809424.1388280371,150737.10778862392,,8993896.85311172
NEKREB_clean,1288634.879805105,1019922.9238972472,1072946.9472664217,497103.0025533769,,7837159.7986230375
NELVAC_clean,9318501.028163854,8470336.643263169,7960520.407952343,2266021.776344015,,47893531.53990465
NELVEG_clean,4463387.95623274,3114666.0823032805,3366008.0687828804,1176363.1594251967,,25239933.14131519
NENFAN_clean,2720668.448063832,2411696.444493843,2571446.180329538,1248527.496003835,,23769085.54933551
NERTAH_clean,1077560.4498043496,502656.3519266118,445859.8082632353,78030.13440742172,,3786812.1164630903
NERVAJ_clean,1755965.0143461018,1586292.2939477544,,909082.2455484653,12783269.725073723,11890294.487357415
NERVEL_clean,,,,,2503610.4626621315,
NERVEN_clean,2450712.596804529,2196200.9917468037,1994179.3203117119,1098290.1273125652,16906550.43691093,16496431.440222088
NESVAK_charged,,4703089.391007735,3505176.086086629,,,
NESVEO_charged,4864622.482218776,3673681.3611892746,2572206.7442850536,1988235.3313995241,,25310517.68733471
NETRIN_clean,1275036.9166351233,638026.8000212115,644790.8888142202,269681.9148834634,,9475561.930536814
NETYIV01_clean,4483428.728471414,3681162.0381342587,2423083.5956824664,,,
NETYIV_clean,5054248.193769564,4359210.9203915885,2824437.667859458,,,35845607.178988434
NEVJEF_clean,1086748.5257846687,637591.6336784603,629469.0299959634,107278.48717469125,,8406072.362412095
NEVJOP_clean,741982.4334991855,439049.8566641024,440425.87126595,104468.51265470909,,5873339.850692211
NEVPUA_charged,1508136.3757887047,1123772.3757717202,1182795.2869385702,573576.3325115093,10439726.96031594,11640395.77591017
NEVQAH_charged,1457164.911641574,1216988.858560155,,,9274021.10281444,9556664.736210614
NEVVAM01_clean,3697255.4016753496,3162908.503684562,3042588.2843101122,1231660.4457442714,,28247963.15351263
NEVVAM02_clean,4694490.420587158,3693268.790415959,3388495.280540722,1553887.4402478633,,34025816.413426384
NEVVAM_clean,4282089.232013367,3057531.11560284,3176988.7991434517,1373708.4801674653,,23439606.53519875
NEVVEQ_clean,1328734.5226515855,823692.2404444834,903679.6707831578,379873.81516489474,,15334623.92717337
NEXVET_clean,9487640.802770529,7656597.673102751,933293.5281677713,,,
NEXVUI_clean,416890.25786401576,655756.647923227,364164.5251775926,332684.9798716669,5047639.565152661,4660699.589221512
NEYYIZ_clean,1820131.026420027,1204404.0680870914,977986.148365253,720986.1303025554,,11928288.111190137
NEYYUN_clean,9686872.897467647,6789922.328586127,6982808.606977724,3212837.647357166,,52725278.774065085
NEYZAU_clean,9284122.796091976,5510619.593993045,5863948.776568717,2989533.016543093,,48602853.51719293
NEZWOG01_clean,,,,,,17796058.344005045
NEZWOG_clean,4027324.894188074,2708567.5433469517,2398631.7726340247,3508842.8040880417,,28362649.26907817
NHBZZN10_clean_h,67635.33253800795,2439.1137776867295,49031.74879026523,,,
NIBHOW_clean,10574277.139509454,7591251.61942713,929799.5317477859,1323304.2827226701,,51468483.25587848
NIBHUC_clean,11526403.698046166,9214236.687274272,755787.1355718138,4487237.387630906,75428270.22940773,68544789.02301879
NIBJAK_clean,6842478.395708439,6383687.201231822,679797.6943050263,964392.9859325773,,41582881.98351089
NICCAE_clean,1938564.4441204607,1295140.8632337742,1394056.7165319857,481050.7537832722,,18755386.132633418
NICZAA01_charged,,,,,15974382.57782305,
NIFTIH_clean,1539989.9160772278,868110.5797890006,863142.2482068223,179077.95925572593,,8699729.298821807
NIGDEO_clean,6496208.321714208,6184508.8417529315,3730022.1089970525,,,
NIGDIS_clean,7676505.427662211,6842208.434533293,3906055.5000704164,,,
NIGNUO_clean,4463076.291245556,2819003.9636479537,2026726.4916047943,776434.702074824,,30410904.226612117
NIHBAI01_clean,245423.02995557117,110926.2231161449,145331.23835288468,12128.139867087293,,1089064.2669848215
NIHBAI02_clean,219296.0188899834,84159.13542663581,101261.39007289564,12252.543958098275,,798139.6290432275
NIHBAI_clean,277134.32652791985,132517.41524532065,163681.35507697554,13993.25061926515,,1256116.31114715
NIHBEM01_clean,215238.6061192668,85643.74636358507,114525.09445440298,10845.342205510098,,907994.2892131935
NIHBEM02_clean,256855.2606089295,121580.26409242598,131320.5047379919,15768.656472305527,,1195850.031995206
NIHBEM_clean,269452.55789400445,122288.29017120245,158848.79434755922,13291.305400676933,,1178491.2171832433
NIHBIQ01_clean,387621.7359689896,194855.43402801707,210394.20314276707,31292.996689612148,,1421842.9047892618
NIHBIQ02_clean,434941.4829005379,225921.85721986013,233057.04409040377,38693.86697173288,,1169266.2070165009
NIHBIQ_clean,390551.6299925172,204789.90321689643,219455.34749970993,31698.199621959953,,1436532.3314618166
NIJSAC_clean,1796425.7839261994,1737605.8356149779,485436.02418614377,,,10661446.254851708
NIJTOR_clean,654907.1880531062,337371.5202588042,324423.90476609365,49953.14896465666,,4737596.280268418
NIKCOB_clean,44707.97107350801,1473.195036758605,23822.342675235384,,,6202.699978460093
NIKHAS_clean,596759.0477579929,455850.13567059033,,,,
NIKYOW01_clean,464850.8182977843,243334.55937240348,279672.99388390384,23993.787660832157,,1774796.8882812948
NIKYOW02_clean,242858.9169308735,112172.01735697125,143232.4139058068,11177.693357254519,,1042752.902601839
NIKYOW_clean,421173.6160133233,237784.83212252043,232286.06605188048,27109.301496709162,,1615573.504342754
NIKYUC01_clean,248410.20295849026,122851.12032040887,130186.3753130977,12743.356002576278,,1131995.7617849973
NIKYUC02_clean,304652.09361514874,154970.97275465212,174056.78098075956,19576.675572692286,,1420297.6242538823
NIKYUC_clean,233046.30401608747,84692.6505179358,102320.77400240528,10393.410485014292,,785196.1980439988
NIKZAJ01_clean,471042.66731639416,229805.29325162235,242190.68300189238,24691.033463228352,,1676453.258250504
NIKZAJ02_clean,374964.97121481417,179504.69320542164,205124.09699400634,16893.196048500868,,1385509.1764887876
NIKZAJ_clean,434945.6225304087,264907.76127401745,256825.40032124467,26062.519285400314,,1649313.4815317336
NIKZEN01_clean,225134.00706935095,89183.29874571097,104527.10748627874,10787.871845176052,,865406.1005455134
NIKZEN02_clean,243331.85302747987,125281.6086280817,119136.89639253906,14653.81293637949,,1097450.5771264734
NIKZEN_clean,203730.19369535614,75586.69305699295,95158.24468137164,11017.400567162962,,717747.2700238411
NIMPEG01_clean,6097568.986093996,5230143.103079659,3390948.3933132407,3133752.2285284633,,38499475.82815492
NIMPEG_clean,3071488.743882784,2458282.755531697,1757164.7907192032,1258510.6553818488,,17788838.61356526
NIMPOQ_clean,7038485.11783908,5977590.237921114,3255490.131865114,3504838.8106062515,,49218485.70988365
NIMQAC_clean,7222879.323548384,7164277.494199248,6612251.540967118,1320468.32349029,,21051719.644711953
NIMTAE_clean,1015607.9644136676,696658.3067234914,746039.2723340848,257859.02871748141,,3690146.8211551076
NIMVEL_clean,2.812489560778765,26331.15031095959,132434.968819779,1905.5090578776378,,286257.0565225785
NIMWUD_clean,,495432.39432679134,,,,4481826.236005065
NIMXAK_clean,1958613.0980761263,1193986.771699466,779035.517863823,,,15286834.622480826
NIMXIS_clean,4540113.479321697,6214370.538872408,2019671.9863538418,2144184.9167812075,,63033498.015773684
NINHOH_clean,25566224.74721735,22185833.275817208,1814055.385119216,,,
NINVAI_clean,4696549.509498106,4255083.402549188,2681882.5363686746,,,35512980.30779198
NIRDEX_clean,1538232.4505961696,398103.1184636669,1045709.7662474421,118740.2131435625,,1393241.4834165487
NIRFIE_clean,824065.4720577355,553485.6085878896,630363.4406176406,215309.11005201918,,3398027.024301991
NIRGAY_clean,,1500458.2115142199,1172673.0430032064,,,
NIRKAB_clean,2011816.6157193477,1184218.2802202539,1104514.4734221802,393826.85515923926,,24671949.176173672
NIRMUW01_clean,1145201.3456606248,599760.7852788273,625589.406988958,145240.36337756822,,7780922.8459339235
NIRMUW_clean,2920411.5175885856,1524357.7750053597,1565345.4794151087,810886.569509146,,29862512.57765821
NIRNAD_clean,3768067.3149013747,2331390.193030276,2563015.6254599425,,,39235038.813461445
NISBEX_clean,1111194.8540895835,385035.05804902926,252627.80018958924,50340.70888861574,,4615788.388014229
NISCOJ_clean,562857.0940385713,288502.1992386603,268576.35766479635,,,
NISPOV_clean,1201413.2017916269,783547.4640506526,761483.098224761,149069.66681337255,,7743626.206875824
NIVNOW_clean,,,,,5955996.262481036,
NIVZOJ_clean,2256177.790806868,2038205.8938888835,973627.5655613443,,,28573653.720591165
NIWPIU_clean,23.362822880921566,3683.600971840621,19142.743178955538,614.555368713134,,38747.55264402507
NIWZIE09_clean,12.280854442714505,1545.39730303419,12087.537935788188,139.20050268001484,,10675.763434840905
NIWZIE10_clean,13.630110513960737,2060.5172347842463,14982.763509343018,196.80419817046754,,12717.151804426241
NIWZIE11_clean,31.019056490301352,6597.603224457209,30843.49399070582,1105.1278162561957,,54724.673451559
NIWZIE12_clean,32.875448712234466,6951.290541398167,32509.893409982025,1164.372011293384,,57658.37865708251
NIWZIE13_clean,29.846441022596807,6339.284514389267,29803.657465515866,1061.378173305903,,52898.61693879028
NIWZIE14_clean,30.099521912752095,6350.258915573567,29851.42491043899,1147.722725404144,,52996.67314191262
NIWZIE15_clean,31.335950350015064,6621.3319041643945,31119.721090271047,1196.2820799520618,,55251.98682473318
NIWZIE16_clean,32.77915585485671,6607.732329169825,31277.21042770277,1194.455387651907,,55146.75895341191
NIWZIE17_clean,33.41893691237482,6915.266690616384,32765.70030612365,1230.458562453555,,57338.00351894727
NIWZIE18_clean,34.262659842365636,7059.67278568352,33592.93106867129,1279.9714688704137,,58032.28697039216
NIXFUX_clean,1569357.4020057393,1273512.0557416547,1353543.5709067597,469725.35599875246,,8409158.024850186
NIXGIM_clean,592069.6473825438,364132.3649154507,316998.28967431764,170194.85574004843,,2846130.8221872454
NIYJAI_clean,293476.192401171,190926.9268973472,203294.76758037216,76221.90066979647,,1668686.4458002131
NIYZIG_clean,3587616.1282010768,2680617.3875521766,2079034.8680448837,1288909.5453961513,,23570845.680282287
NIZZAY_clean,3567162.2841512943,3531451.255497867,2258216.7083935724,1905188.9984613082,,27997618.95042792
NIZZEC_clean,3741992.710904758,4003680.222078439,2531286.3035686654,2053432.4124396455,,30175967.799088553
NIZZIG_clean,3703607.8124463875,3688885.82938828,2477606.904027148,1812460.402742051,,27372571.565221038
NIZZOM_clean,3719322.6071299175,3958616.595002868,2153148.1618773486,1853474.1506835592,,30562738.25638744
NOBVOR_clean,3582372.5450084102,2726166.659820107,3066154.6636970667,1329966.673002159,,20976624.37144531
NOBWUY_clean,3914777.0429288866,4559246.221216666,3561175.690804818,2010272.9170222739,33969010.37112926,41556710.01284808
NOCKOG_clean,3576310.822534964,2852382.680058728,2938822.508968588,1236492.1696939026,,22139607.226517946
NOCKUM_clean,2162157.764814862,1602120.8001174838,1579850.6543803443,764251.8264754392,,12381621.497012429
NOCLOH01_clean,1438651.799405632,801959.9438403308,797872.3709258386,281327.25054771954,,11573732.986448605
NOCLOH02_clean,1356336.8169379912,782811.5088280285,773193.6388334893,279377.5822722944,,11264539.362928022
NOCLOH03_clean,1622919.9729327443,616620.7329037029,775434.9719144207,296788.9364337646,,8651700.612018408
NOCLOH_clean,1382570.771419493,777101.9065118993,790837.5386359234,272515.465754815,,11032960.223796625
NOCLUN_clean,6135271.075141019,4206126.899314855,3734946.1008053375,2468301.2762625683,,32931470.83023163
NOCYUB_clean,330244.79457148834,182490.12035139394,189766.58628148717,97109.92611051515,,1703669.3693791418
NOCZAI_clean,415283.0487024768,216520.16158701968,255162.1578419307,145481.21457898244,,2625226.7617191714
NODKEX_clean,3200928.945601116,2423197.926739297,2219209.010057639,1393134.1568758918,,
NODKIB_clean,572096.3327472017,462281.4250646799,,128532.81014577443,1955867.1410631372,2130429.64692869
NODKOH_clean,1091360.352653178,678691.4314874271,841426.8252963657,427319.77511307586,,6179196.050655473
NOFPUT_clean,458101.1594463877,222791.30406923319,176863.37295317405,47790.12764445567,,3239340.3577753576
NOFQAB_clean,383524.30256012036,360356.3919782154,232451.92762066668,115916.12244013774,2502890.4532057904,2324996.2320461655
NOFQIK_clean,472467.205466587,379018.16427232925,437191.9266686927,,,
NOFQOQ_clean,873892.4631135056,701854.3094234699,786693.1690859755,,,
NOGDAP_clean,2422133.148033621,1386807.9921052284,1209187.3530332423,458848.352910439,,27287225.21749781
NOHHID_clean,1985767.6366155255,1455817.282749849,,118223.48209817246,,7983204.766128197
NOHQEI_clean,6693836.268565841,5533116.493066363,4229944.720296675,3468264.193973525,38933426.6344952,34282047.753441475
NOHSIM01_clean,1734819.8514271062,1374888.3900443488,927636.95992567,363858.71262488695,,17725843.1550425
NOHSIM_clean,1918536.4001426601,1815287.3460030816,1210560.2995727703,587567.8539889046,,13901974.788524117
NOHSUA_clean,1686554.3329270333,1161294.9338201436,994092.8499223781,,,
NOJMOP_clean,,178.71828656004595,956.0803931656586,,,
NOKLIJ_clean,6210911.73402309,8158846.521447376,2988747.965319735,,,41440431.80059442
NOKPEJ_clean,,,,,3526777.3247111784,
NOLRIR_clean,1993204.2428693601,1291907.8814184512,1135346.2812833425,,,15638844.024316005
NOMPOW_clean,3916143.2968084444,3473444.9038599357,2550602.8598770844,,,
NOMQAJ01_clean,500850.5793558129,280590.8055254452,297802.45451376797,,,2643695.6785167307
NOPJOT_clean,6345147.417989644,3907290.4003871228,3182955.4356289464,,,
NOPJUZ01_clean,698202.4593533179,16470.8874973162,472164.9179917831,,,
NOPJUZ_clean,1223493.314421994,432096.2093111163,253750.1661790852,,,
NOQGIL_clean,416475.94661984924,193937.49236779244,173743.10692715785,45209.036494787855,,3626775.1938239485
